ID,Year,LocationAbbr,Topic,Response,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Stratification,StratificationType,IndicatorId,LocationOrder,ParentStateDisplayOrder
775202.0,2004.0,CA,Education,Some post-H.S.,Crude Prevalence,27.7,,,26.1,29.3,1313.0,Overall,Overall,EDUCA,7.0,7.0
775203.0,2004.0,CA,Education,College+,Crude Prevalence,31.4,,,29.8,33.0,1626.0,Overall,Overall,EDUCA,7.0,7.0
777926.0,2004.0,CO,Education,Less than H.S.,Crude Prevalence,9.6,,,8.4,10.8,460.0,Overall,Overall,EDUCA,8.0,8.0
777927.0,2004.0,CO,Education,H.S. or G.E.D.,Crude Prevalence,27.2,,,25.6,28.8,1496.0,Overall,Overall,EDUCA,8.0,8.0
777928.0,2004.0,CO,Education,Some post-H.S.,Crude Prevalence,26.1,,,24.6,27.6,1584.0,Overall,Overall,EDUCA,8.0,8.0
777929.0,2004.0,CO,Education,College+,Crude Prevalence,37.1,,,35.5,38.7,2429.0,Overall,Overall,EDUCA,8.0,8.0
779834.0,2004.0,CT,Education,Less than H.S.,Crude Prevalence,7.2,,,6.3,8.1,376.0,Overall,Overall,EDUCA,9.0,9.0
779835.0,2004.0,CT,Education,H.S. or G.E.D.,Crude Prevalence,26.4,,,25.0,27.8,1572.0,Overall,Overall,EDUCA,9.0,9.0
779836.0,2004.0,CT,Education,Some post-H.S.,Crude Prevalence,24.6,,,23.3,25.9,1465.0,Overall,Overall,EDUCA,9.0,9.0
779837.0,2004.0,CT,Education,College+,Crude Prevalence,41.8,,,40.3,43.3,2603.0,Overall,Overall,EDUCA,9.0,9.0
781786.0,2004.0,DE,Education,Less than H.S.,Crude Prevalence,8.2,,,7.0,9.4,336.0,Overall,Overall,EDUCA,10.0,10.0
781787.0,2004.0,DE,Education,H.S. or G.E.D.,Crude Prevalence,33.5,,,31.5,35.5,1370.0,Overall,Overall,EDUCA,10.0,10.0
781788.0,2004.0,DE,Education,Some post-H.S.,Crude Prevalence,24.2,,,22.4,26.0,1004.0,Overall,Overall,EDUCA,10.0,10.0
781789.0,2004.0,DE,Education,College+,Crude Prevalence,34.1,,,32.1,36.1,1349.0,Overall,Overall,EDUCA,10.0,10.0
783329.0,2004.0,DC,Education,Less than H.S.,Crude Prevalence,8.4,,,7.0,9.8,186.0,Overall,Overall,EDUCA,11.0,11.0
783330.0,2004.0,DC,Education,H.S. or G.E.D.,Crude Prevalence,24.3,,,22.1,26.5,544.0,Overall,Overall,EDUCA,11.0,11.0
783331.0,2004.0,DC,Education,Some post-H.S.,Crude Prevalence,20.1,,,18.0,22.2,496.0,Overall,Overall,EDUCA,11.0,11.0
783332.0,2004.0,DC,Education,College+,Crude Prevalence,47.2,,,44.9,49.5,1746.0,Overall,Overall,EDUCA,11.0,11.0
785856.0,2004.0,FL,Education,Less than H.S.,Crude Prevalence,11.6,,,10.3,12.9,827.0,Overall,Overall,EDUCA,12.0,12.0
785857.0,2004.0,FL,Education,H.S. or G.E.D.,Crude Prevalence,27.9,,,26.4,29.4,2214.0,Overall,Overall,EDUCA,12.0,12.0
785858.0,2004.0,FL,Education,Some post-H.S.,Crude Prevalence,28.1,,,26.5,29.7,1916.0,Overall,Overall,EDUCA,12.0,12.0
785859.0,2004.0,FL,Education,College+,Crude Prevalence,32.5,,,31.0,34.0,2209.0,Overall,Overall,EDUCA,12.0,12.0
788362.0,2004.0,GA,Education,Less than H.S.,Crude Prevalence,14.1,,,12.7,15.5,810.0,Overall,Overall,EDUCA,13.0,13.0
788363.0,2004.0,GA,Education,H.S. or G.E.D.,Crude Prevalence,29.1,,,27.3,30.9,1544.0,Overall,Overall,EDUCA,13.0,13.0
788364.0,2004.0,GA,Education,Some post-H.S.,Crude Prevalence,24.1,,,22.4,25.8,1198.0,Overall,Overall,EDUCA,13.0,13.0
788365.0,2004.0,GA,Education,College+,Crude Prevalence,32.7,,,30.9,34.5,1482.0,Overall,Overall,EDUCA,13.0,13.0
790671.0,2004.0,ID,Education,Less than H.S.,Crude Prevalence,8.3,,,7.3,9.3,428.0,Overall,Overall,EDUCA,15.0,15.0
790672.0,2004.0,ID,Education,H.S. or G.E.D.,Crude Prevalence,31.4,,,29.8,33.0,1684.0,Overall,Overall,EDUCA,15.0,15.0
790673.0,2004.0,ID,Education,Some post-H.S.,Crude Prevalence,32.3,,,30.7,33.9,1705.0,Overall,Overall,EDUCA,15.0,15.0
790674.0,2004.0,ID,Education,College+,Crude Prevalence,28.1,,,26.6,29.6,1443.0,Overall,Overall,EDUCA,15.0,15.0
792900.0,2004.0,IL,Education,Less than H.S.,Crude Prevalence,10.3,,,9.0,11.6,351.0,Overall,Overall,EDUCA,16.0,16.0
792901.0,2004.0,IL,Education,H.S. or G.E.D.,Crude Prevalence,29.3,,,27.6,31.0,1179.0,Overall,Overall,EDUCA,16.0,16.0
792902.0,2004.0,IL,Education,Some post-H.S.,Crude Prevalence,26.7,,,25.1,28.3,1080.0,Overall,Overall,EDUCA,16.0,16.0
792903.0,2004.0,IL,Education,College+,Crude Prevalence,33.6,,,31.9,35.3,1441.0,Overall,Overall,EDUCA,16.0,16.0
794690.0,2004.0,IN,Education,Less than H.S.,Crude Prevalence,11.9,,,10.9,12.9,677.0,Overall,Overall,EDUCA,17.0,17.0
794691.0,2004.0,IN,Education,H.S. or G.E.D.,Crude Prevalence,37.8,,,36.4,39.2,2413.0,Overall,Overall,EDUCA,17.0,17.0
794692.0,2004.0,IN,Education,Some post-H.S.,Crude Prevalence,24.3,,,23.1,25.5,1593.0,Overall,Overall,EDUCA,17.0,17.0
794693.0,2004.0,IN,Education,College+,Crude Prevalence,26.0,,,24.8,27.2,1793.0,Overall,Overall,EDUCA,17.0,17.0
796337.0,2004.0,IA,Education,Less than H.S.,Crude Prevalence,8.7,,,7.6,9.8,392.0,Overall,Overall,EDUCA,18.0,18.0
796338.0,2004.0,IA,Education,H.S. or G.E.D.,Crude Prevalence,35.7,,,34.1,37.3,1813.0,Overall,Overall,EDUCA,18.0,18.0
796339.0,2004.0,IA,Education,Some post-H.S.,Crude Prevalence,27.3,,,25.9,28.7,1380.0,Overall,Overall,EDUCA,18.0,18.0
796340.0,2004.0,IA,Education,College+,Crude Prevalence,28.3,,,26.9,29.7,1450.0,Overall,Overall,EDUCA,18.0,18.0
799097.0,2004.0,KS,Education,Less than H.S.,Crude Prevalence,6.9,,,6.2,7.6,575.0,Overall,Overall,EDUCA,19.0,19.0
799098.0,2004.0,KS,Education,H.S. or G.E.D.,Crude Prevalence,28.0,,,26.9,29.1,2504.0,Overall,Overall,EDUCA,19.0,19.0
799099.0,2004.0,KS,Education,Some post-H.S.,Crude Prevalence,31.3,,,30.1,32.5,2546.0,Overall,Overall,EDUCA,19.0,19.0
799100.0,2004.0,KS,Education,College+,Crude Prevalence,33.8,,,32.7,34.9,3018.0,Overall,Overall,EDUCA,19.0,19.0
800594.0,2004.0,KY,Education,Less than H.S.,Crude Prevalence,15.1,,,13.9,16.3,1352.0,Overall,Overall,EDUCA,20.0,20.0
800595.0,2004.0,KY,Education,H.S. or G.E.D.,Crude Prevalence,38.8,,,36.9,40.7,2601.0,Overall,Overall,EDUCA,20.0,20.0
800596.0,2004.0,KY,Education,Some post-H.S.,Crude Prevalence,23.9,,,22.2,25.6,1487.0,Overall,Overall,EDUCA,20.0,20.0
800597.0,2004.0,KY,Education,College+,Crude Prevalence,22.2,,,20.5,23.9,1180.0,Overall,Overall,EDUCA,20.0,20.0
803429.0,2004.0,LA,Education,Less than H.S.,Crude Prevalence,13.9,,,13.0,14.8,1351.0,Overall,Overall,EDUCA,21.0,21.0
803430.0,2004.0,LA,Education,H.S. or G.E.D.,Crude Prevalence,36.4,,,35.1,37.7,3321.0,Overall,Overall,EDUCA,21.0,21.0
803431.0,2004.0,LA,Education,Some post-H.S.,Crude Prevalence,24.5,,,23.3,25.7,2089.0,Overall,Overall,EDUCA,21.0,21.0
803432.0,2004.0,LA,Education,College+,Crude Prevalence,25.2,,,24.0,26.4,2275.0,Overall,Overall,EDUCA,21.0,21.0
805967.0,2004.0,ME,Education,Less than H.S.,Crude Prevalence,7.5,,,6.4,8.6,255.0,Overall,Overall,EDUCA,22.0,22.0
805968.0,2004.0,ME,Education,H.S. or G.E.D.,Crude Prevalence,35.4,,,33.5,37.3,1231.0,Overall,Overall,EDUCA,22.0,22.0
805969.0,2004.0,ME,Education,Some post-H.S.,Crude Prevalence,25.9,,,24.1,27.7,888.0,Overall,Overall,EDUCA,22.0,22.0
805970.0,2004.0,ME,Education,College+,Crude Prevalence,31.1,,,29.3,32.9,1149.0,Overall,Overall,EDUCA,22.0,22.0
807880.0,2004.0,MD,Education,Less than H.S.,Crude Prevalence,6.2,,,5.2,7.2,256.0,Overall,Overall,EDUCA,23.0,23.0
807881.0,2004.0,MD,Education,H.S. or G.E.D.,Crude Prevalence,28.6,,,26.7,30.5,1219.0,Overall,Overall,EDUCA,23.0,23.0
807882.0,2004.0,MD,Education,Some post-H.S.,Crude Prevalence,23.4,,,21.7,25.1,1035.0,Overall,Overall,EDUCA,23.0,23.0
807883.0,2004.0,MD,Education,College+,Crude Prevalence,41.8,,,39.9,43.7,1922.0,Overall,Overall,EDUCA,23.0,23.0
810189.0,2004.0,MA,Education,Less than H.S.,Crude Prevalence,7.9,,,7.1,8.7,783.0,Overall,Overall,EDUCA,24.0,24.0
810190.0,2004.0,MA,Education,H.S. or G.E.D.,Crude Prevalence,24.0,,,22.7,25.3,2087.0,Overall,Overall,EDUCA,24.0,24.0
810191.0,2004.0,MA,Education,Some post-H.S.,Crude Prevalence,23.4,,,22.1,24.7,1861.0,Overall,Overall,EDUCA,24.0,24.0
810192.0,2004.0,MA,Education,College+,Crude Prevalence,44.7,,,43.2,46.2,3445.0,Overall,Overall,EDUCA,24.0,24.0
811493.0,2004.0,MI,Education,Less than H.S.,Crude Prevalence,8.9,,,7.8,10.0,396.0,Overall,Overall,EDUCA,25.0,25.0
811494.0,2004.0,MI,Education,H.S. or G.E.D.,Crude Prevalence,32.4,,,30.8,34.0,1586.0,Overall,Overall,EDUCA,25.0,25.0
811495.0,2004.0,MI,Education,Some post-H.S.,Crude Prevalence,28.4,,,26.9,29.9,1396.0,Overall,Overall,EDUCA,25.0,25.0
811496.0,2004.0,MI,Education,College+,Crude Prevalence,30.3,,,28.8,31.8,1555.0,Overall,Overall,EDUCA,25.0,25.0
814110.0,2004.0,MN,Education,Less than H.S.,Crude Prevalence,5.6,,,4.8,6.4,250.0,Overall,Overall,EDUCA,26.0,26.0
814111.0,2004.0,MN,Education,H.S. or G.E.D.,Crude Prevalence,27.0,,,25.4,28.6,1199.0,Overall,Overall,EDUCA,26.0,26.0
814112.0,2004.0,MN,Education,Some post-H.S.,Crude Prevalence,30.4,,,28.8,32.0,1339.0,Overall,Overall,EDUCA,26.0,26.0
814113.0,2004.0,MN,Education,College+,Crude Prevalence,37.0,,,35.4,38.6,1651.0,Overall,Overall,EDUCA,26.0,26.0
815975.0,2004.0,MS,Education,Less than H.S.,Crude Prevalence,17.4,,,16.1,18.7,948.0,Overall,Overall,EDUCA,27.0,27.0
815976.0,2004.0,MS,Education,H.S. or G.E.D.,Crude Prevalence,32.6,,,31.0,34.2,1674.0,Overall,Overall,EDUCA,27.0,27.0
815977.0,2004.0,MS,Education,Some post-H.S.,Crude Prevalence,25.8,,,24.3,27.3,1321.0,Overall,Overall,EDUCA,27.0,27.0
815978.0,2004.0,MS,Education,College+,Crude Prevalence,24.2,,,22.8,25.6,1307.0,Overall,Overall,EDUCA,27.0,27.0
817301.0,2004.0,MO,Education,Less than H.S.,Crude Prevalence,11.1,,,9.9,12.3,595.0,Overall,Overall,EDUCA,28.0,28.0
817302.0,2004.0,MO,Education,H.S. or G.E.D.,Crude Prevalence,35.0,,,33.2,36.8,1817.0,Overall,Overall,EDUCA,28.0,28.0
817303.0,2004.0,MO,Education,Some post-H.S.,Crude Prevalence,25.1,,,23.4,26.8,1196.0,Overall,Overall,EDUCA,28.0,28.0
817304.0,2004.0,MO,Education,College+,Crude Prevalence,28.8,,,27.1,30.5,1301.0,Overall,Overall,EDUCA,28.0,28.0
820223.0,2004.0,MT,Education,Less than H.S.,Crude Prevalence,7.4,,,6.4,8.4,388.0,Overall,Overall,EDUCA,29.0,29.0
820224.0,2004.0,MT,Education,H.S. or G.E.D.,Crude Prevalence,31.8,,,30.1,33.5,1584.0,Overall,Overall,EDUCA,29.0,29.0
820225.0,2004.0,MT,Education,Some post-H.S.,Crude Prevalence,29.2,,,27.5,30.9,1485.0,Overall,Overall,EDUCA,29.0,29.0
820226.0,2004.0,MT,Education,College+,Crude Prevalence,31.5,,,29.9,33.1,1541.0,Overall,Overall,EDUCA,29.0,29.0
822236.0,2004.0,NE,Education,Less than H.S.,Crude Prevalence,8.1,,,7.3,8.9,702.0,Overall,Overall,EDUCA,30.0,30.0
822237.0,2004.0,NE,Education,H.S. or G.E.D.,Crude Prevalence,32.2,,,30.9,33.5,3113.0,Overall,Overall,EDUCA,30.0,30.0
822238.0,2004.0,NE,Education,Some post-H.S.,Crude Prevalence,29.2,,,27.8,30.6,2526.0,Overall,Overall,EDUCA,30.0,30.0
822239.0,2004.0,NE,Education,College+,Crude Prevalence,30.5,,,29.2,31.8,2474.0,Overall,Overall,EDUCA,30.0,30.0
824909.0,2004.0,NV,Education,Less than H.S.,Crude Prevalence,13.5,,,11.5,15.5,301.0,Overall,Overall,EDUCA,31.0,31.0
824910.0,2004.0,NV,Education,H.S. or G.E.D.,Crude Prevalence,28.5,,,26.1,30.9,834.0,Overall,Overall,EDUCA,31.0,31.0
824911.0,2004.0,NV,Education,Some post-H.S.,Crude Prevalence,31.4,,,28.9,33.9,893.0,Overall,Overall,EDUCA,31.0,31.0
824912.0,2004.0,NV,Education,College+,Crude Prevalence,26.5,,,24.2,28.8,857.0,Overall,Overall,EDUCA,31.0,31.0
826570.0,2004.0,NH,Education,Less than H.S.,Crude Prevalence,7.4,,,6.5,8.3,351.0,Overall,Overall,EDUCA,32.0,32.0
826571.0,2004.0,NH,Education,H.S. or G.E.D.,Crude Prevalence,29.6,,,28.1,31.1,1466.0,Overall,Overall,EDUCA,32.0,32.0
826572.0,2004.0,NH,Education,Some post-H.S.,Crude Prevalence,25.4,,,24.0,26.8,1267.0,Overall,Overall,EDUCA,32.0,32.0
826573.0,2004.0,NH,Education,College+,Crude Prevalence,37.6,,,36.0,39.2,1974.0,Overall,Overall,EDUCA,32.0,32.0
828633.0,2004.0,NJ,Education,Less than H.S.,Crude Prevalence,10.6,,,9.8,11.4,981.0,Overall,Overall,EDUCA,33.0,33.0
828634.0,2004.0,NJ,Education,H.S. or G.E.D.,Crude Prevalence,27.8,,,26.8,28.8,3329.0,Overall,Overall,EDUCA,33.0,33.0
828635.0,2004.0,NJ,Education,Some post-H.S.,Crude Prevalence,23.7,,,22.7,24.7,2798.0,Overall,Overall,EDUCA,33.0,33.0
828636.0,2004.0,NJ,Education,College+,Crude Prevalence,37.9,,,36.8,39.0,4826.0,Overall,Overall,EDUCA,33.0,33.0
831139.0,2004.0,NM,Education,Less than H.S.,Crude Prevalence,13.8,,,12.7,14.9,847.0,Overall,Overall,EDUCA,34.0,34.0
831140.0,2004.0,NM,Education,H.S. or G.E.D.,Crude Prevalence,28.5,,,27.1,29.9,1751.0,Overall,Overall,EDUCA,34.0,34.0
831141.0,2004.0,NM,Education,Some post-H.S.,Crude Prevalence,26.9,,,25.5,28.3,1707.0,Overall,Overall,EDUCA,34.0,34.0
831142.0,2004.0,NM,Education,College+,Crude Prevalence,30.8,,,29.4,32.2,2067.0,Overall,Overall,EDUCA,34.0,34.0
832954.0,2004.0,NY,Education,Less than H.S.,Crude Prevalence,12.3,,,11.1,13.5,547.0,Overall,Overall,EDUCA,35.0,35.0
832955.0,2004.0,NY,Education,H.S. or G.E.D.,Crude Prevalence,27.5,,,26.1,28.9,1616.0,Overall,Overall,EDUCA,35.0,35.0
832956.0,2004.0,NY,Education,Some post-H.S.,Crude Prevalence,24.5,,,23.1,25.9,1447.0,Overall,Overall,EDUCA,35.0,35.0
832957.0,2004.0,NY,Education,College+,Crude Prevalence,35.7,,,34.2,37.2,2286.0,Overall,Overall,EDUCA,35.0,35.0
835234.0,2004.0,NC,Education,Less than H.S.,Crude Prevalence,17.1,,,16.2,18.0,2496.0,Overall,Overall,EDUCA,36.0,36.0
835235.0,2004.0,NC,Education,H.S. or G.E.D.,Crude Prevalence,28.9,,,27.9,29.9,4430.0,Overall,Overall,EDUCA,36.0,36.0
835236.0,2004.0,NC,Education,Some post-H.S.,Crude Prevalence,25.2,,,24.3,26.1,3770.0,Overall,Overall,EDUCA,36.0,36.0
835237.0,2004.0,NC,Education,College+,Crude Prevalence,28.7,,,27.8,29.6,4329.0,Overall,Overall,EDUCA,36.0,36.0
837247.0,2004.0,ND,Education,Less than H.S.,Crude Prevalence,8.4,,,7.2,9.6,260.0,Overall,Overall,EDUCA,37.0,37.0
837248.0,2004.0,ND,Education,H.S. or G.E.D.,Crude Prevalence,29.7,,,27.8,31.6,901.0,Overall,Overall,EDUCA,37.0,37.0
837249.0,2004.0,ND,Education,Some post-H.S.,Crude Prevalence,33.6,,,31.6,35.6,996.0,Overall,Overall,EDUCA,37.0,37.0
837250.0,2004.0,ND,Education,College+,Crude Prevalence,28.2,,,26.4,30.0,882.0,Overall,Overall,EDUCA,37.0,37.0
839876.0,2004.0,OH,Education,Less than H.S.,Crude Prevalence,8.3,,,7.0,9.6,780.0,Overall,Overall,EDUCA,38.0,38.0
839877.0,2004.0,OH,Education,H.S. or G.E.D.,Crude Prevalence,36.7,,,34.4,39.0,2571.0,Overall,Overall,EDUCA,38.0,38.0
839878.0,2004.0,OH,Education,Some post-H.S.,Crude Prevalence,25.4,,,23.3,27.5,1936.0,Overall,Overall,EDUCA,38.0,38.0
839879.0,2004.0,OH,Education,College+,Crude Prevalence,29.6,,,27.5,31.7,1996.0,Overall,Overall,EDUCA,38.0,38.0
841747.0,2004.0,OK,Education,Less than H.S.,Crude Prevalence,13.6,,,12.5,14.7,870.0,Overall,Overall,EDUCA,39.0,39.0
841748.0,2004.0,OK,Education,H.S. or G.E.D.,Crude Prevalence,32.8,,,31.4,34.2,2232.0,Overall,Overall,EDUCA,39.0,39.0
841749.0,2004.0,OK,Education,Some post-H.S.,Crude Prevalence,28.4,,,27.1,29.7,1936.0,Overall,Overall,EDUCA,39.0,39.0
841750.0,2004.0,OK,Education,College+,Crude Prevalence,25.1,,,23.9,26.3,1820.0,Overall,Overall,EDUCA,39.0,39.0
843923.0,2004.0,OR,Education,Less than H.S.,Crude Prevalence,11.2,,,10.0,12.4,440.0,Overall,Overall,EDUCA,40.0,40.0
843924.0,2004.0,OR,Education,H.S. or G.E.D.,Crude Prevalence,28.3,,,26.8,29.8,1408.0,Overall,Overall,EDUCA,40.0,40.0
843925.0,2004.0,OR,Education,Some post-H.S.,Crude Prevalence,29.6,,,28.1,31.1,1553.0,Overall,Overall,EDUCA,40.0,40.0
843926.0,2004.0,OR,Education,College+,Crude Prevalence,30.8,,,29.4,32.2,1676.0,Overall,Overall,EDUCA,40.0,40.0
845849.0,2004.0,PA,Education,Less than H.S.,Crude Prevalence,9.3,,,8.3,10.3,506.0,Overall,Overall,EDUCA,41.0,41.0
845850.0,2004.0,PA,Education,H.S. or G.E.D.,Crude Prevalence,39.2,,,37.7,40.7,2440.0,Overall,Overall,EDUCA,41.0,41.0
845851.0,2004.0,PA,Education,Some post-H.S.,Crude Prevalence,22.9,,,21.6,24.2,1331.0,Overall,Overall,EDUCA,41.0,41.0
845852.0,2004.0,PA,Education,College+,Crude Prevalence,28.6,,,27.3,29.9,1810.0,Overall,Overall,EDUCA,41.0,41.0
849532.0,2004.0,RI,Education,Less than H.S.,Crude Prevalence,12.0,,,10.7,13.3,481.0,Overall,Overall,EDUCA,42.0,42.0
849533.0,2004.0,RI,Education,H.S. or G.E.D.,Crude Prevalence,27.9,,,26.1,29.7,1118.0,Overall,Overall,EDUCA,42.0,42.0
849534.0,2004.0,RI,Education,Some post-H.S.,Crude Prevalence,24.4,,,22.7,26.1,915.0,Overall,Overall,EDUCA,42.0,42.0
849535.0,2004.0,RI,Education,College+,Crude Prevalence,35.8,,,34.0,37.6,1480.0,Overall,Overall,EDUCA,42.0,42.0
852448.0,2004.0,SC,Education,Less than H.S.,Crude Prevalence,12.0,,,11.0,13.0,816.0,Overall,Overall,EDUCA,43.0,43.0
852449.0,2004.0,SC,Education,H.S. or G.E.D.,Crude Prevalence,32.9,,,31.5,34.3,2211.0,Overall,Overall,EDUCA,43.0,43.0
852450.0,2004.0,SC,Education,Some post-H.S.,Crude Prevalence,25.5,,,24.2,26.8,1802.0,Overall,Overall,EDUCA,43.0,43.0
852451.0,2004.0,SC,Education,College+,Crude Prevalence,29.6,,,28.3,30.9,2269.0,Overall,Overall,EDUCA,43.0,43.0
854504.0,2004.0,SD,Education,Less than H.S.,Crude Prevalence,8.0,,,7.2,8.8,581.0,Overall,Overall,EDUCA,44.0,44.0
854505.0,2004.0,SD,Education,H.S. or G.E.D.,Crude Prevalence,33.0,,,31.5,34.5,2021.0,Overall,Overall,EDUCA,44.0,44.0
854506.0,2004.0,SD,Education,Some post-H.S.,Crude Prevalence,29.7,,,28.2,31.2,1742.0,Overall,Overall,EDUCA,44.0,44.0
854507.0,2004.0,SD,Education,College+,Crude Prevalence,29.3,,,27.9,30.7,1783.0,Overall,Overall,EDUCA,44.0,44.0
856756.0,2004.0,TN,Education,Less than H.S.,Crude Prevalence,13.4,,,11.9,14.9,510.0,Overall,Overall,EDUCA,45.0,45.0
856757.0,2004.0,TN,Education,H.S. or G.E.D.,Crude Prevalence,35.2,,,33.1,37.3,1286.0,Overall,Overall,EDUCA,45.0,45.0
856758.0,2004.0,TN,Education,Some post-H.S.,Crude Prevalence,26.4,,,24.5,28.3,1032.0,Overall,Overall,EDUCA,45.0,45.0
856759.0,2004.0,TN,Education,College+,Crude Prevalence,25.0,,,23.2,26.8,944.0,Overall,Overall,EDUCA,45.0,45.0
859081.0,2004.0,TX,Education,Less than H.S.,Crude Prevalence,19.4,,,18.1,20.7,1048.0,Overall,Overall,EDUCA,46.0,46.0
859082.0,2004.0,TX,Education,H.S. or G.E.D.,Crude Prevalence,26.2,,,24.8,27.6,1632.0,Overall,Overall,EDUCA,46.0,46.0
859083.0,2004.0,TX,Education,Some post-H.S.,Crude Prevalence,24.8,,,23.5,26.1,1615.0,Overall,Overall,EDUCA,46.0,46.0
859084.0,2004.0,TX,Education,College+,Crude Prevalence,29.6,,,28.3,30.9,2006.0,Overall,Overall,EDUCA,46.0,46.0
860443.0,2004.0,UT,Education,Less than H.S.,Crude Prevalence,7.3,,,6.3,8.3,349.0,Overall,Overall,EDUCA,47.0,47.0
860444.0,2004.0,UT,Education,H.S. or G.E.D.,Crude Prevalence,28.0,,,26.4,29.6,1448.0,Overall,Overall,EDUCA,47.0,47.0
860445.0,2004.0,UT,Education,Some post-H.S.,Crude Prevalence,34.7,,,33.0,36.4,1724.0,Overall,Overall,EDUCA,47.0,47.0
860446.0,2004.0,UT,Education,College+,Crude Prevalence,30.1,,,28.5,31.7,1649.0,Overall,Overall,EDUCA,47.0,47.0
863027.0,2004.0,VT,Education,Less than H.S.,Crude Prevalence,6.8,,,6.1,7.5,464.0,Overall,Overall,EDUCA,48.0,48.0
863028.0,2004.0,VT,Education,H.S. or G.E.D.,Crude Prevalence,32.5,,,31.1,33.9,2070.0,Overall,Overall,EDUCA,48.0,48.0
863029.0,2004.0,VT,Education,Some post-H.S.,Crude Prevalence,23.5,,,22.3,24.7,1559.0,Overall,Overall,EDUCA,48.0,48.0
863030.0,2004.0,VT,Education,College+,Crude Prevalence,37.3,,,36.0,38.6,2685.0,Overall,Overall,EDUCA,48.0,48.0
867182.0,2004.0,VA,Education,Less than H.S.,Crude Prevalence,11.5,,,10.3,12.7,704.0,Overall,Overall,EDUCA,49.0,49.0
867183.0,2004.0,VA,Education,H.S. or G.E.D.,Crude Prevalence,28.2,,,26.5,29.9,1586.0,Overall,Overall,EDUCA,49.0,49.0
867184.0,2004.0,VA,Education,Some post-H.S.,Crude Prevalence,24.5,,,22.9,26.1,1356.0,Overall,Overall,EDUCA,49.0,49.0
867185.0,2004.0,VA,Education,College+,Crude Prevalence,35.8,,,34.0,37.6,1897.0,Overall,Overall,EDUCA,49.0,49.0
869728.0,2004.0,WA,Education,Less than H.S.,Crude Prevalence,9.0,,,8.4,9.6,1628.0,Overall,Overall,EDUCA,50.0,50.0
869729.0,2004.0,WA,Education,H.S. or G.E.D.,Crude Prevalence,24.9,,,24.1,25.7,4763.0,Overall,Overall,EDUCA,50.0,50.0
869730.0,2004.0,WA,Education,Some post-H.S.,Crude Prevalence,31.6,,,30.7,32.5,6058.0,Overall,Overall,EDUCA,50.0,50.0
869731.0,2004.0,WA,Education,College+,Crude Prevalence,34.5,,,33.6,35.4,6098.0,Overall,Overall,EDUCA,50.0,50.0
872047.0,2004.0,WV,Education,Less than H.S.,Crude Prevalence,17.5,,,16.1,18.9,628.0,Overall,Overall,EDUCA,51.0,51.0
872048.0,2004.0,WV,Education,H.S. or G.E.D.,Crude Prevalence,39.2,,,37.3,41.1,1325.0,Overall,Overall,EDUCA,51.0,51.0
871862.0,2004.0,WV,Education,Some post-H.S.,Crude Prevalence,22.5,,,20.8,24.2,731.0,Overall,Overall,EDUCA,51.0,51.0
871863.0,2004.0,WV,Education,College+,Crude Prevalence,20.8,,,19.3,22.3,753.0,Overall,Overall,EDUCA,51.0,51.0
874053.0,2004.0,WI,Education,Less than H.S.,Crude Prevalence,7.0,,,6.1,7.9,362.0,Overall,Overall,EDUCA,52.0,52.0
874054.0,2004.0,WI,Education,H.S. or G.E.D.,Crude Prevalence,35.2,,,33.5,36.9,1557.0,Overall,Overall,EDUCA,52.0,52.0
874055.0,2004.0,WI,Education,Some post-H.S.,Crude Prevalence,28.4,,,26.7,30.1,1240.0,Overall,Overall,EDUCA,52.0,52.0
874056.0,2004.0,WI,Education,College+,Crude Prevalence,29.4,,,27.8,31.0,1331.0,Overall,Overall,EDUCA,52.0,52.0
875279.0,2004.0,WY,Education,Less than H.S.,Crude Prevalence,7.1,,,6.1,8.1,267.0,Overall,Overall,EDUCA,53.0,53.0
875280.0,2004.0,WY,Education,H.S. or G.E.D.,Crude Prevalence,33.5,,,31.8,35.2,1351.0,Overall,Overall,EDUCA,53.0,53.0
875281.0,2004.0,WY,Education,Some post-H.S.,Crude Prevalence,32.2,,,30.6,33.8,1358.0,Overall,Overall,EDUCA,53.0,53.0
875282.0,2004.0,WY,Education,College+,Crude Prevalence,27.2,,,25.7,28.7,1182.0,Overall,Overall,EDUCA,53.0,53.0
847973.0,2004.0,PR,Education,Less than H.S.,Crude Prevalence,25.1,,,23.5,26.7,1301.0,Overall,Overall,EDUCA,60.0,60.0
847974.0,2004.0,PR,Education,H.S. or G.E.D.,Crude Prevalence,26.2,,,24.4,28.0,1035.0,Overall,Overall,EDUCA,60.0,60.0
847975.0,2004.0,PR,Education,Some post-H.S.,Crude Prevalence,24.4,,,22.6,26.2,869.0,Overall,Overall,EDUCA,60.0,60.0
847976.0,2004.0,PR,Education,College+,Crude Prevalence,24.3,,,22.6,26.0,908.0,Overall,Overall,EDUCA,60.0,60.0
865040.0,2004.0,VI,Education,Less than H.S.,Crude Prevalence,22.4,,,20.4,24.4,552.0,Overall,Overall,EDUCA,62.0,62.0
865041.0,2004.0,VI,Education,H.S. or G.E.D.,Crude Prevalence,36.8,,,34.5,39.1,911.0,Overall,Overall,EDUCA,62.0,62.0
